name,founded_date,location,category,target_client,business_model,description,main_url,twitter_url,angellist_url,crunchbase_url,linkedin_url,facebook_url,legalio_url,all_tags,status,
Effacts,2002,"Amsterdam, Noord-Holland, The Netherlands",Practice Management,n/a,n/a,"Effacts gives you hassle-free access to legal management software for small to mid-sized legal departments to manage contracts, entities, claims, compliance and more.",http://www.effacts.com/en,https://twitter.com/effacts?lang=en,n/a,https://www.crunchbase.com/organization/effacts,http://www.linkedin.com/company/effacts-b-v-,https://www.facebook.com/effacts,n/a,n/a,active,
Crypho,2012,"Oslo, Norway",Practice Management,n/a,n/a,"Crypho enables businesses to instantly create real time super-confidential communications channels (chat, file transfers, video conferencing, meetings) across companies.",http://crypho.com,https://twitter.com/getcrypho?lang=en,https://angel.co/company/crypho,https://www.crunchbase.com/organization/crypho,http://www.linkedin.com/company/2893900,http://www.facebook.com/pages/Crypho/147471952110619,n/a,n/a,active,
Last5,2012,"San Francisco, CA, USA",Practice Management,n/a,n/a,"Last5 is the Minimum Effective Dose of time tracking, which works by ""checking in"" on tasks and reporting about what you're doing periodically. Works on Mac, Windows, iPhone.",n/a,https://twitter.com/last5yearsmovie?lang=en,n/a,n/a,n/a,https://www.facebook.com/Last5-117145611986994/,n/a,n/a,inactive,
Citadel Law Firm PLLC,2016,"Chandler, AZ",Practice Management,n/a,n/a,"Citadel is an Arizona-based law firm serving clients in Estate Planning, Wills and Trusts, Probate, and Tax Law. We primarily serve Chandler, Gilbert, Mesa, and the East Valley.",https://clfusa.com,https://twitter.com/citadellawfirm,n/a,https://www.crunchbase.com/organization/citadel-law-firm,n/a,https://www.facebook.com/citadellawfirmaz/,n/a,n/a,active,
Indexed IO,2011,"Denver, CO, USA",Practice Management,n/a,n/a,"Indexed IO is a cloud-based electronic evidence discovery (EED) solution that puts the power of cloud computing into the hands of attorneys, law firms, and corporate legal teams.",https://indexed.io,https://twitter.com/indexedio?lang=en,https://angel.co/company/index-io-1,https://www.crunchbase.com/organization/indexed-i-o,https://www.linkedin.com/company/indexed-i-o,https://www.facebook.com/indexedio/,n/a,n/a,active,
Lemontech - Thetimebilling,2013,"Santiago, Chile",Practice Management,n/a,n/a,"It is a Web-based Time tracking, Billing, expense tracking and reporting software, that enables law firms and consulting firms to focus in their business and no in administration process.",http://www.thetimebilling.com/,n/a,n/a,n/a,n/a,n/a,n/a,n/a,inactive,
EffortlessLegal LLC,2017,Chicago,Practice Management,n/a,n/a,"Work Effortlessly  •  Keep your existing billing system •  We add the automation!  We use Artificial Intelligence (AI), machine learning, and automation to boost profits and productivity.",n/a,https://twitter.com/effortlesslegal?lang=en,https://angel.co/effortlesslegal,n/a,https://www.linkedin.com/company/effortlesslegal/,https://www.facebook.com/EffortlessLegal-807472939456799,n/a,automation machine learning artificial intelligence ai utbms ledes,active,
Intellinx,2010,"Pleasant Hill, CA, USA",Practice Management,n/a,n/a,"Intellinx, a Bottomline Technologies Company, is a leading provider of cyber fraud and risk management solutions, that protect organizations from internal and external fraud and data theft.",n/a,https://twitter.com/intellinx?lang=en,https://angel.co/company/intellinx,n/a,https://www.linkedin.com/company/intellinxltd-,https://www.facebook.com/IntelLinx/,n/a,n/a,inactive,
Quolaw,2012,"Buenos Aires, Brazil",Practice Management,n/a,n/a,"Quolaw is an intuitive, easy-to-use, web-based software as a service that offer a law practice management software tool to help lawyers efficiently manage their legal practice anywhere, anytime.",https://quolaw.com,https://twitter.com/quolaw?lang=en,https://angel.co/company/quolaw,https://www.crunchbase.com/organization/quolaw,https://www.linkedin.com/company/quolaw,http://www.facebook.com/quolaw,n/a,n/a,active,
Firmzen,2012,Mumbai,Practice Management,n/a,n/a,"Firmzen is web-based practice management / office automation software for finance and legal professionals - Chartered Accountants, Certified Public Accountants, Company Secretaries, Tax Consultants.",https://firmzen.com,https://twitter.com/firmzen?lang=en,https://angel.co/company/firmzen,https://www.crunchbase.com/organization/firmzen,http://www.linkedin.com/company/firmzen,https://www.facebook.com/pages/Firmzen-Software/287138071403690,n/a,n/a,inactive,
Reorg Research,2014,"New York, NY, USA",Practice Management,n/a,n/a,"Reorg Research built a revolutionary technology that is taking away the pain and wasted time spent tracking and following legal dockets for hedge funds, investment banks, asset managers and law firms.",https://reorg-research.com,n/a,https://angel.co/company/reorg-research-1,https://www.crunchbase.com/organization/reorg-research,http://www.linkedin.com/company/2927707,https://www.facebook.com/pages/Reorg-Research-Inc/403674163041960,n/a,n/a,active,
LEX247,2015,"Stockholm, Sweden",Practice Management,n/a,n/a,"Modern Legal Practice Management Software Helping Busy Lawyers Thrive. LEX247 brings the power, security and features of an enterprise practice management platform available to law firms of all sizes.",https://www.lex247.com,https://twitter.com/lex247,n/a,n/a,https://www.linkedin.com/company/lex247,https://www.facebook.com/lex247/,n/a,"law firm software, enterprise, cloud based, software",active,
nubbius,2011,"Granada, Spain",Practice Management,n/a,n/a,"nubbius is a practice management software as a service, tighlity integrated with G Suite (forme Google Apps) or Office 365 cloud productivity solutions. Targetted to Solo Lawyers or Small / Medium law firms.",https://nubbius.com,https://twitter.com/nubbius,n/a,https://www.crunchbase.com/organization/nubbius,https://www.linkedin.com/showcase/nubbius---software-en-la-nube-para-abogados,https://www.facebook.com/nubbius,n/a,"office365, saas",active,
Aderant,2003,"Boston, MA, USA",Practice Management,Companies,Legal Tech,"Aderant legal software offers a suite of business solutions that enable agility within law firms of all sizes around the globe, and is the #1 choice for legal practice management software among the AmLaw 200.",n/a,https://twitter.com/Aderant,https://angel.co/xmlaw,n/a,https://www.linkedin.com/company/aderant,https://www.facebook.com/Aderant-183000441735580/,n/a,n/a,active,
Sleek,2017,Singapore,Practice Management,n/a,n/a,"Sleek provides the best solution for legal and corporate secretary companies. Services we cover are: Company Incorporation, Accounting services, Corporate Secretary services, and Immigration services in Singapore.",https://sleek.sg,https://twitter.com/Sleek_corp,https://angel.co/company/sleek-1,https://www.crunchbase.com/organization/sleek-2,https://www.linkedin.com/company/sleekcorp,https://www.facebook.com/sleekapp,n/a,none,active,
Paladin,2015,"New York, NY",Practice Management,n/a,n/a,"Paladin helps legal teams run more efficient pro bono programs while increasing access to justice. Our platform helps teams seamlessly staff, manage, and track their pro bono engagement, as well as visualize impact and ROI.",n/a,https://twitter.com/joinpaladin,https://angel.co/paladin-pbc,n/a,https://www.linkedin.com/company/paladin-attachments,https://www.facebook.com/PaladinAttachments,n/a,n/a,active,
Catherine Krow,2016,"San Francisco, CA",Practice Management,n/a,n/a,"Easily and accurately predict, price and manage legal matters with Digitory Legal.  We leverage data to help law firms and legal departments understand what matters should cost and why, improve efficiency, and manage to budget.",https://www.digitorylegal.com,https://twitter.com/digitorylegal,n/a,https://www.crunchbase.com/person/catherine-morris-krow,https://www.linkedin.com/in/catherine-krow,https://www.facebook.com/public/Catherine-Krow?page=1,n/a,"#legalops, #legalprocurement, #legalpricing, #spendmanagement, #budgeting, #litigation",active,
RecordLogix,2012,"Redwood City, CA, USA",Practice Management,n/a,n/a,RecordLogix B-Corp is a Benefit Corporation with our mission to deliver a 'Plan B' that puts people and planet alongside profit through the public benefit of utilizing Silicon Valley cloud computing solutions for the greater good.,n/a,n/a,n/a,n/a,https://www.linkedin.com/company/recordlogix-inc.,https://www.facebook.com/RecordLogix,n/a,n/a,inactive,
Iusify,2019,Lisbon,Practice Management,n/a,n/a,iusify is a mobile application that allows lawyers to access an unlimited number of legaltech tools available on their online store.  A fully customizable application to the needs of each lawyer and the jurisdiction where he works,https://www.iusify.com,n/a,https://angel.co/company/iusify,n/a,n/a,n/a,n/a,n/a,active,
SecureSend,2013,Pleasanton,Practice Management,n/a,n/a,"Secure Send is the first choice for companies looking for an intuitive, efficient way to stay compliant by sending sensitive, confidential communications securely through the Internet. Help your company build trust - use Secure Send.",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,acquired,
Tranxact,2016,"New Delhi, India",Practice Management,Individuals,n/a,"Tranxact manages the entire work-flow for creative professionals, providing legal resources and industry-specific contracts and invoices along with scheduling payment reminders, bringing down entire transaction time to under 5 minutes.",https://www.tranxact.co,https://twitter.com/tranxact,https://angel.co/indian-creative-forum,n/a,https://www.linkedin.com/company/we-tranxact-ltd,https://www.facebook.com/tranxact.pk,n/a,n/a,active,
Atrium,2017,San Francisco,Practice Management,n/a,n/a,"Atrium is a tech-enabled law firm which makes legal services fast, transparent and price predictable for startups. Our goal is to do this by combining experienced lawyers with engineers that build software to make legal work efficient.",https://www.atrium.co,https://twitter.com/atriumteam,https://angel.co/atrium-lts,https://www.crunchbase.com/organization/atrium-lts,https://www.linkedin.com/company/atriumteam,https://www.facebook.com/getatrium,n/a,"full stack, internal tools, process optimization",active,
Adden Technology Limited,2018,Accra Ghana,Practice Management,n/a,n/a,"Adden technology is a legal tech firm, disrupting the legal landscape with innovative products and services in Africa. Our extensive experience in legal technology makes legal services, education and research more affordable and accessible.",https://www.addentech.com,https://twitter.com/DennisLaw_Ghana,n/a,n/a,n/a,n/a,n/a,n/a,active,
Heureka,2014,"Cleveland, OH, USA",Practice Management,n/a,n/a,"Gain unparalleled visibility and access into unstructured data throughout your network. Heureka gives organizations the ability to extract intelligence from dark data. Perfect for legal, regulatory, compliance and cybersecurity applications.",n/a,n/a,https://angel.co/company/heurekasoftware,n/a,https://www.linkedin.com/company/heureka,https://www.facebook.com/Heurekasoftware/,n/a,n/a,active,
Virtual Viewbox,2010,"San Antonio, TX, USA",Practice Management,n/a,n/a,Virtual Viewbox is a medical provider collaboration solution and medicolegal interoperability platform operating within a private cloud network using Software as a Service model to create a private Health Information Exchange and Medical Collaboration Platform.,n/a,n/a,https://angel.co/virtual-viewbox,n/a,https://www.linkedin.com/company/virtual-viewbox-inc-/,https://www.facebook.com/pages/Virtual-Viewbox/209844799060196,n/a,n/a,inactive,
"Mobile Helix, Inc.",2012,"Mountain View, CA",Practice Management,n/a,n/a,"Makers of the LINK encrypted app for lawyers. Lawyers can now work with email, documents, DMS, and access the firm portal from smartphones and tablets. It's easy to compare docs, edit a doc, check it into DMS, send a redline, annotate a PDF, and more, securely.",n/a,https://twitter.com/mobilehelix.com,n/a,n/a,https://www.linkedin.com/company/mobile-helix,https://www.facebook.com/helixmobilewellness/,n/a,"mobile, security, dms, sharepoint, email",active,
NetLex,2013,"Rome, Italy",Practice Management,n/a,n/a,"NetLex is a cloud-based Legal Practice Management Software, SaaS for the legal profession. Currently developing and serving the Italian market, with approximately 270,000 lawyers and 160,000 legal operators. NetLex is currently the only 100% cloud-based software on the market.",http://netlexweb.com,n/a,https://angel.co/company/netlex/people,https://www.crunchbase.com/organization/netlex,http://www.linkedin.com/company/netlex-srl,http://www.facebook.com/NetLexWeb,n/a,n/a,active,
Innography,2007,"Austin, Texas, United States",Practice Management,n/a,n/a,"The Innography solution was built with a singular focus  answering IP questions more quickly, more accurately and more insightfully than was possible before. Every feature and visualization is designed to solve a business need, not just present pretty graphs or list out reams of data.",https://www.innography.com/,n/a,https://angel.co/company/innography,https://www.crunchbase.com/organization/innography,n/a,https://www.facebook.com/pages/Innography/1628433347400204,n/a,n/a,active,
Legalbox.io,2016,"Toronto, Canada",Practice Management,n/a,n/a,"Legalbox simplifies the way to get legal tasks done through a web-based platform with a minimalist user interface and boards to make your workflow visual and efficient, where lawyers can rely on technology to organize what, when and how things have to be done to moving forward each case.",https://legalbox.io,https://twitter.com/state_io?lang=en,https://angel.co/,https://www.crunchbase.com/organization/legalbox-io,https://www.linkedin.com/company/legalbox-sas,https://www.facebook.com/legalbox.io/,n/a,agile,acquired,
ClientSherpa,2018,"Portsmouth, NH",Practice Management,n/a,n/a,"ClientSherpa is the easiest way for solos and small firms to automate their intake process. New clients can book consultations (including payment), fill out secure intake forms, sign fee agreements, and you get all of that information sent directly to your case management provider of choice.",https://clientSherpa.com,https://twitter.com/ClientSherpa,n/a,n/a,n/a,n/a,n/a,"e-signature, forms, booking, intake",acquired,
Case.one,2015,"Irvine, CA",Practice Management,n/a,n/a,"Case.one is a flexible practice management solution that is easily customized to work the way you do, supports collaboration with your team and clients, incorporates AI-powered tools streamlining workflow, and integrates with leading applications including Outlook, Dropbox, Quickbooks, Gmail, and more.",n/a,n/a,n/a,n/a,https://www.linkedin.com/company/10964691/,https://www.facebook.com/thecaseone,n/a,n/a,active,
DocuSign,2003,"San Francisco, CA",Practice Management,n/a,Legal Service Using Tech,"DocuSign is changing the way we live and do business. That’s because DocuSign is the fastest, most secure way to sign and approve just about anything from any mobile device—anywhere in the world. DocuSign is so simple to learn and easy to use, it will transform the way your customers do business with you.",https://www.docusign.com/,https://twitter.com/DocuSign,https://angel.co/company/docusign-5,https://www.crunchbase.com/organization/docusign,http://www.linkedin.com/company/docusign,http://www.facebook.com/DocuSign,n/a,"authentication, verification",active,
TenderScout,2013,"Dublin, Ireland",Practice Management,n/a,n/a,"TenderScout SaaS is, the A to Z solution for finding, qualifying and competing for government contracting opportunities.  Used by small and medium sized companies around the world, TenderScout eliminates the barriers to participation and increases win-rates and revenues achieved from bid/tender competitions.",http://www.tenderscout.com/,https://twitter.com/tenderscout,https://angel.co/tenderscout-1,https://www.crunchbase.com/organization/tenderscout,n/a,n/a,n/a,n/a,acquired,
matters.Cloud,2018,"London, England",Practice Management,n/a,n/a,"matters.Cloud makes life simple for legal professionals with time and expense recording, contact, client, matter, invoicing, opportunity, trust and task management all available within an easy to use cloud based platform.  Store your data locally in any one of 5 data regions and and choose from 10 languages.",https://www.matters.cloud,https://twitter.com/matterscloud,n/a,['https://www.crunchbase.com/organization/matters-cloud'],https://www.linkedin.com/company/matterscloud,https://www.facebook.com/matterscloud,n/a,n/a,active,
Vertex App,2016,"Mexico City, Mexico",Practice Management,n/a,Legal Tech,"Vertex provides legal advice, agreements and promissory notes to startups, landlords, uber car owners and millennials who cant afford a AAA firm. The app allows the user to build an agreement by just filling in the required blanc spaces and also let him manage the agreements trough the contract management cycle.",http://www.ltvertex.com.mx/Publica/inicio.aspx#como-funciona,https://twitter.com/LTVertexMX,https://angel.co/vertex-app,https://www.crunchbase.com/organization/vertex,https://www.linkedin.com/company/vertex-inc.,https://www.facebook.com/public/App-Vertex,n/a,n/a,active,
TrustedHeir,2016,"San Carlos, CA",Practice Management,n/a,n/a,"TrustedHeir is the secure, revenue-generating application for estate planners that automates the process of managing digital assets.  TrustedHeir is designed to automate the process of organizing your client’s digital assets, keeping their login information up-to-date and managing the execution of the digital estate upon your client’s passing.",n/a,https://twitter.com/TrustedHeir,https://angel.co/trustedheir,n/a,https://www.linkedin.com/company/trustedheir,https://www.facebook.com/trustedheir,n/a,estate planning,active,
Viditure,2014,"San Jose, CA, USA",Practice Management,n/a,Legal Tech,"Viditure patent pending technology offers a disruptive service, which enables “video authorization” of any digital documents. It provides a fast and reliable method of signing documents across geographical regions. It guards against identity theft and fraud while promoting green technology. With Viditure, you are the only one who can authorize your documents.",https://viditure.com,n/a,https://angel.co/viditure-inc,https://www.crunchbase.com/organization/viditure,https://www.linkedin.com/company/5969232,https://www.facebook.com/Viditure-922452047786142/,n/a,n/a,active,
OSOME,2017,Singapore,Practice Management,n/a,n/a,"Osome provides a white-label solution for legal and corporate secretary companies. The solution allows providing Company Incorporation, Corporate Secretary, Accounting, Immigration services in Singapore. Osome is an online service that works 24/7, so you can set up a company in Singapore, manage the compliance, and apply for visas through a secure portal remotely.",https://osome.com,https://twitter.com/ReallyOsome,https://angel.co/osome,https://www.crunchbase.com/organization/osome-2,https://www.linkedin.com/company/13372182/,https://www.facebook.com/ReallyOsome/,n/a,n/a,active,
Modus,2010,No location yet,Practice Management,n/a,n/a,"We will. At Modus, we listen to what really matters. No, we’re not just another eDiscovery company, nor a loosely defined managed services firm. We’re leaders in a more advanced category of eDiscovery business intelligence services designed specifically for law firms and corporations to help them improve their entire legal operations – not just their individual eDiscovery matters.",https://discovermodus.com,https://twitter.com/Modus_Games,https://angel.co/company/modus-9/jobs,http://www.crunchbase.com/organization/viewabill,https://www.linkedin.com/company/modusengagement/,https://www.facebook.com/ModusEngagement/,n/a,n/a,active,
LegalKite Ltd,2017,Zurich Switzerland,Practice Management,n/a,n/a,"LegalKite is a know-how management platform for law firms that allows to save annotations and files directly in the margin of reated articles of law, making any search in the database very intuitive thanks to its “lawyer-friendly” structure. Our goal is to enable law firms to capture the know-how created inside their organisation and to turn it into a searchable and scalable asset.",https://legalkite.ch,n/a,n/a,https://www.crunchbase.com/organization/legalkite-ltd,n/a,n/a,n/a,kms,active,
American Startup,2015,"Valencia, CA",Practice Management,n/a,n/a,"We're passionate about supporting the American Dream so we help startup entrepreneurs with Registered Agent service, company formations, annual minutes, and secretary of state filings. Sign up today for your virtual minute book (free with registered agent service) and gain access to our virtual and incorporation packages, articles, agreements, stock certificates, and more at American-Startup.com.",https://american-startup.com/,https://twitter.com/AmStartup1776,https://angel.co/american-startup-com,https://www.crunchbase.com/organization/american-startup,https://www.linkedin.com/company/american-startup/,n/a,n/a,n/a,active,
Alster Legal,2015,"Santiago, Chile",Practice Management,n/a,n/a,"We are a strategic legal services and consulting company, whose objective is to streamline business projects led by companies in the Latin American market. In each commitment that we assume, we work applying quality solutions, with modular and multidisciplinary senior teams that, powered by technology and motivated by innovation, add value within the framework of a close and collaborative relationship.",http://alsterlegal.com/,https://twitter.com/alsterlegal,n/a,https://www.crunchbase.com/organization/alster-legal,https://www.linkedin.com/company/alster-legal/,https://www.facebook.com/alsterlegal/,n/a,n/a,active,
Beau Walker // Marketing Scientist,2007,"Orange County, California",Practice Management,n/a,n/a,"Marketing is crucial. And the marketing strategies that work are changing as the world becomes increasingly more digital. I am a marketing scientist (and a JD) with years of digital marketing experience. I specialize in legal marketing.   Let me help you supercharge your firm's marketing strategy.   I specialize in: - data driven marketing strategies - effective, high-converting websites - digital and social reach",http://www.beauwalker.com/marketing,n/a,n/a,https://www.crunchbase.com/organization/beau-walker-marketing-scientist,n/a,n/a,n/a,n/a,active,
Bengeni Consulting,2014,"Chennai, Tennessee",Practice Management,n/a,n/a,"We are extremely focused on the Legal and Legislative space and believe that the application of semantic technologies can greatly improve accessibility to laws and legal information not just for professionals but for the wider public.  We are process driven, and believe that the only way to make legislative data more accessible is by improving the tools provided to the people creating laws, improving efficiency and reducing costs at the same time.",https://www.bungeni.com,n/a,https://angel.co/bungeni-consulting,https://www.crunchbase.com/organization/bungeni-consulting,https://www.linkedin.com/company/bungeni-consulting,n/a,n/a,n/a,active,
VistaDraft LTD,2016,"London, England",Practice Management,n/a,Legal Tech,"The legal profession has been deprived of integrated tools benefiting other client-facing high value knowledge professionals. The time has come to change it. VistaDraft is building an intuitive, practical product with a superior user interface. Our product transforms the way lawyers and business people analyse precedents and contracts, draft new agreements and negotiate deals. We make contractual analysis and drafting easy, precise and a pleasure.",https://www.vistadraft.com,n/a,https://angel.co/vistadraft,www.crunchbase.com/organization/vistadraft,https://www.linkedin.com/company/vistadraft,n/a,n/a,n/a,active,
Rpost,2000,"Los Angeles, CA, USA",Practice Management,n/a,n/a,"RPost has set the global standard for email proof, privacy, and electronic signatures offered as Registered Email services an all-inclusive platform for proof of email delivery, content and official time, proof of privacy compliance with end-to-end email encryption, and electronic signatures designed to speed contract sign-off in Outlook, IBM Lotus Notes, BlackBerry, iPad, iPhone, Android, GroupWise, VMware Zimbra, SAP, Salesforce.com, Box and other sender email programs.",n/a,https://twitter.com/RPost,https://angel.co/company/rpost/funding,n/a,https://www.linkedin.com/company/rpost,https://www.facebook.com/RPostInc,n/a,n/a,active,
Bill4Time,2006,"Bellevue, Washington",Practice Management,n/a,n/a,"Bill4Time is a secure, cloud-based legal time billing solution chosen by more than 50,000 firms. Time tracking (with ABA litigation code sets), matters management, trust and IOLTA accounting, document management and more. A builtin payment portal (supports LawPay, Stripe, PayPal and ACH). Information is safe and secure with 256-bit data encryption + local data backup. All invoices and reports can be customized to precisely match existing documents. The company offers free data migration services from other time billing systems.",n/a,https://twitter.com/bill4time.com,https://angel.co/company/bill4time-1/jobs,n/a,http://www.linkedin.com/company/bill4time,http://www.facebook.com/bill4time,n/a,"time billing, practice management, time tracking, payment portal",active,
Obolus,2016,"Melbourne, Fla.",Practice Management,n/a,n/a,"Obolus handles the closure or transfer of online accounts left behind after someone dies, via two services: Estate Pass and Family Promise. Estate Pass (https://www.estatepass.com) helps people plan ahead for resolving their online accounts after death; Family Promise assists representatives in resolving the online accounts of those that have died. This emerging field of digital estate management combines the growing area of legislation around online accounts and the secure disposition of all the digital personal information remaining after death.",n/a,https://twitter.com/oboluscrypto?lang=en,https://angel.co/company/obolus/jobs,n/a,https://www.linkedin.com/company/obolus/,https://www.facebook.com/Obolus/,n/a,n/a,inactive,
Legatics,2015,London,Practice Management,n/a,n/a,"Legatics provides law firms with an online deal platform to improve the efficiency and client experience of legal transactions.   We are redesigning legal processes to cut out deal administration and let lawyers focus on legal tasks. We do this by writing simple software that speaks the same language as lawyers and their clients, whilst adding in powerful automation behind the scenes. We do all of this based on close collaboration with and feedback from our users at some of the world's largest law firms, such as Allen & Overy and Herbert Smith Freehills.",https://www.legatics.com,https://twitter.com/legatics?lang=en,https://angel.co/company/legatics-1,https://www.crunchbase.com/organization/legatics,https://www.linkedin.com/company/legatics/about/,https://www.facebook.com/pages/Legatics/388755001600619,n/a,transaction management;,active,
Wise Contracts,2016,"New York, NY",Practice Management,n/a,Legal Tech,"Blockchain-powered smart contract technology provides software-as-a-service contract settlement platform for freelancers/SME. Our purpose is to develop technology that enhances trust among a service provider and a client by enforcing to pay and get paid on rules both parties agreed on and to do it seamlessly without unnecessary steps. By using the latest advances in blockchain and smart contract technology, we eliminate costs on lawyers, we cancel copyright transferring, invoicing, and payment collecting, and we make easier to insure and finance cashflows.",n/a,https://twitter.com/wisecontract,https://angel.co/wise-contracts,n/a,n/a,n/a,n/a,n/a,inactive,
Virtual Payment Systems,2007,"Indianapolis, Indiana",Practice Management,n/a,Legal Tech,"Making payments should be easy for customers and getting paid should be easy for you. At VPS they provide great payment processing services, fanatical customer service and some of the most innovative solutions on the market.   - Traditional merchant processing for credit card, debit card and bank account payments  - Online payments without transaction fees to the merchant with VPSpay.com  - Mobile credit card processing with card present rates  - Beautiful, easy and modern online bill pay with VPS Pay  - Industry specific solutions for Education, Legal, Utilities and Government",http://virtualpaymentsystem.com/,https://twitter.com/vpspay,https://angel.co/virtual-payment-systems,https://www.crunchbase.com/organization/virtual-payment-systems-inc#section-overview,https://www.linkedin.com/company/virtual-payment-system,n/a,n/a,n/a,active,
KawGro Inc,2015,"Fremont, CA",Practice Management,n/a,n/a,LawGro helps law firms grow their practice. It offers a cloud & mobile based legal practice management software powered by Artificial Intelligence & driven by real time analytics. LawGro offers secured & collaborative ways to engage with your clients for more rewarding experience. Automate your practice to get more time for you & your team. LawGro frees up an average of 32% billable hours or 12+ hours a week for each user.It is ridiculously simple to get started in no time & need no credit card.  LawGro also offers a suite of software to allow Law Firms to maange their reputation.,https://lawgro.com/,https://twitter.com/lawgro,angel.co/lawgro,www.crunchbase.com/organization/lawgro,n/a,n/a,n/a,"ai, reputation management, practice management software",active,
LawGro Inc,2015,"Fremont, CA",Practice Management,n/a,n/a,LawGro helps law firms grow their practice. It offers a cloud & mobile based legal practice management software powered by Artificial Intelligence & driven by real time analytics. LawGro offers secured & collaborative ways to engage with your clients for more rewarding experience. Automate your practice to get more time for you & your team. LawGro frees up an average of 32% billable hours or 12+ hours a week for each user.It is ridiculously simple to get started in no time & need no credit card.  LawGro also offers a suite of software to allow Law Firms to maange their reputation.,https://lawgro.com/,https://twitter.com/lawgro,angel.co/lawgro,https://www.crunchbase.com/organization/lawgro,https://www.linkedin.com/company/lawgro/,https://www.facebook.com/lawgrowth,n/a,"ai, reputation management, practice management software",active,
Workproducts Inc,2001,"Chantilly VA, USA",Practice Management,Companies,n/a,"WorkProducts works to bridge the gap between Information Management and Electronic Data Discovery, resulting in a more automated eDiscovery process, using a process called Evidence Lifecycle Management (ELM). WorkProducts' ELM solution, MatterSpace. MatterSpace is an advanced, easy-to-install-and-use appliance designed for companies facing numerous new law suits each year. These matters typically involve many data custodians to track and audit, along with growing amounts of electronically stored information (ESI) located in a wide variety of structured and unstructured data sources.",n/a,n/a,https://angel.co/workproducts,n/a,n/a,n/a,n/a,n/a,inactive,
LECARE,1986,"Hamburg, Germany",Practice Management,n/a,n/a,"LECARE – Legal Management Software  Web-based Software for your Legal Department!  With more than 30 years of experience LECARE is one of the leading German suppliers of powerful software solutions for legal, compliance, data protection and other specialist departments in companies, at local authorities, associations, legal firms and other organisations that manage contracts, trademarks and compliance.  By liaising closely with our more than 500 clients from a range of different industries we have consistently developed our software and adapted it to the needs of different industries.",https://www.lecare.com,https://twitter.com/lecaregmbh,https://angel.co/company/lecare-1,https://www.crunchbase.com/organization/lecare,n/a,n/a,n/a,"data protection management, compliance management, case management, contract management, document management, legal practice management",active,
Docketwise,2016,"Philadelphia, PA",Practice Management,n/a,n/a,"Docketwise is an online interface for preparing complete immigration applications based on answers to simple questions.  Immigration lawyers use our software to simplify legal paperwork for their own clients. Lawyers subscribe to Docketwise for unlimited access to a comprehensive set of family, business and humanitarian immigration forms and immigration practice management features.  Docketwise is cloud-based and scalable. In addition to form preparation, it offers a CRM, case tracking, priority date tracking, tasks, reminders, notes and integrations with thousands of other business apps.",n/a,https://twitter.com/docketwise,https://angel.co/company/docketwise,n/a,https://www.linkedin.com/company/docketwise-software,https://www.facebook.com/docketwise/,n/a,"case management software, immigration software",active,
Judgment Pay,2016,"New York City, NY",Practice Management,n/a,n/a,The service gap after a monetary judgment is entered in a court of law. Between 50 to 8o percent of legal money judgments are not collected (either partially or fully).  Judgment Pay helps users by providing: 1) Critical and difficult-to-find information on how to enforce and collect a judgement. 2) An online tool to help debtors pay their judgments. 3) A marketplace for debt collection professionals to market their services to help judgment holders collect on their judgments. 4) An “Ebay”-style marketplace for judgment holders to sell their judgment to debt collectors if they do not want to collect it themselves.,http://www.judgmentpay.com/,n/a,n/a,https://www.crunchbase.com/organization/judgment-pay,n/a,n/a,n/a,n/a,active,
RealPractice,2000,"Santa Ana, CA, USA",Practice Management,n/a,n/a,"RealPractice offers legal technology products and services to attorneys and law firms around the world. The company’s products are RealDealDocs, SmartRules, RealDealForms, and RealCourtDocs. RealDealDocs provides access to execute legal agreements and documents drafted by lawyers. SmartRules offers court rules and related procedures. RealDealForms enables attorneys, businesses, and consumers to use legal forms and templates. RealCourtDocs is a litigation tool that allows its users to search and access real court filings and documents that are filed in the federal court. It serves solo practitioners and technology companies.",http://www.realpractice.com/,http://twitter.com/ImmigrateUS,n/a,https://www.crunchbase.com/organization/realpractice,https://www.linkedin.com/company-beta/787148/,https://www.facebook.com/pg/RealPractice-283034819588,n/a,n/a,active,
TrackMyLeads,2013,"Atlanta, Georgia, United States",Practice Management,n/a,n/a,"TrackMyLeads is a call tracking and client intake management app.  TrackMyLeads helps you capture intelligence so you can optimize your marketing and advertising campaigns and convert more leads into sales.  One of the key solutions is centered on Legal Intake Management. Law Firms needs to track where their calls are coming from and also need a way to manage new potential clients. With TrackMyLeads, law firms can easily see how many new calls they get on a daily basis, how many clients they sign up as a result and what each client has cost the firm to obtain. It shows true Cost Per Lead (CPL) and Client Acquisition Cost (CAC) amounts.",http://trackmyleads.com/,https://twitter.com/trackmyleads,https://angel.co/trackmyleads,https://www.crunchbase.com/organization/trackmyleads#section-overview,https://www.linkedin.com/company/trackmyleads,http://www.facebook.com/trackmyleads,n/a,n/a,active,
